hm	hc	α	c	v	r	z	pd	w	obj	status
1.0	4.0	0.15	1.5	0.2	1.0	-0.3382229223879522	11.561194154593219	7.801905221688329	14.566051645352577	LOCALLY_SOLVED
1.5	4.0	0.15	1.5	0.2	1.0	-0.34279450602985606	11.576896704983643	7.838417195560604	14.397351752210445	LOCALLY_SOLVED
2.0	4.0	0.15	1.5	0.2	1.0	-0.34735930521130615	11.592616853432446	7.874974164089677	14.229588900471137	LOCALLY_SOLVED
1.0	3.0	0.1	2.0	0.2	1.0	-0.3679654028170555	11.892054597933532	8.197163088910575	14.135905346852711	LOCALLY_SOLVED
1.5	3.0	0.1	2.0	0.2	1.0	-0.3709020475330247	11.90256498730101	8.22153515123962	14.02526649848975	LOCALLY_SOLVED
2.0	3.0	0.1	2.0	0.2	1.0	-0.37383573941331977	11.91308281406601	8.245925894335913	13.915043669135365	LOCALLY_SOLVED
1.0	3.5	0.1	2.0	0.2	1.0	-0.3681307921499081	11.854650246861045	8.172542937234063	14.03196320309526	LOCALLY_SOLVED
1.5	3.5	0.1	2.0	0.2	1.0	-0.3710769841050621	11.865153271624001	8.196911583390767	13.921707939744072	LOCALLY_SOLVED
2.0	3.5	0.1	2.0	0.2	1.0	-0.3740202157741724	11.875663774353423	8.221299029271888	13.811868815031518	LOCALLY_SOLVED
1.0	4.0	0.1	2.0	0.2	1.0	-0.36829757249741907	11.817246112153034	8.14792482718204	13.928396789355043	LOCALLY_SOLVED
1.5	4.0	0.1	2.0	0.2	1.0	-0.3712533734650236	11.827741720303306	8.172290029872954	13.818525166142145	LOCALLY_SOLVED
2.0	4.0	0.1	2.0	0.2	1.0	-0.37420620673984195	11.838244847293293	8.196674152354213	13.709069801951461	LOCALLY_SOLVED
1.0	3.0	0.15	2.0	0.2	1.0	-0.37143123261915195	11.790330331052145	8.147670506188994	13.715718186470182	LOCALLY_SOLVED
1.5	3.0	0.15	2.0	0.2	1.0	-0.3758738593440338	11.806076703956872	8.184248773258012	13.552267115546854	LOCALLY_SOLVED
2.0	3.0	0.15	2.0	0.2	1.0	-0.3803097536488949	11.821839972260708	8.220869534529028	13.389754056708615	LOCALLY_SOLVED
1.0	3.5	0.15	2.0	0.2	1.0	-0.3717008150458147	11.73421354585905	8.11074506088367	13.56221235011544	LOCALLY_SOLVED
1.5	3.5	0.15	2.0	0.2	1.0	-0.3761653592192991	11.74994308040196	8.14731578410191	13.399625097592939	LOCALLY_SOLVED
2.0	3.5	0.15	2.0	0.2	1.0	-0.38062314544280884	11.765689649626378	8.183929411641254	13.237976281512452	LOCALLY_SOLVED
1.0	4.0	0.15	2.0	0.2	1.0	-0.3719738027717177	11.678097111653916	8.073824271429444	13.409552100824694	LOCALLY_SOLVED
1.5	4.0	0.15	2.0	0.2	1.0	-0.37646048033515217	11.693809627174375	8.110387360150618	13.247828862431264	LOCALLY_SOLVED
2.0	4.0	0.15	2.0	0.2	1.0	-0.3809403746564253	11.709539318238606	8.146993769125638	13.087044488982755	LOCALLY_SOLVED
1.0	3.0	0.1	1.0	0.3	1.0	-0.2938035091093141	11.658522500730717	7.647848134871251	16.58561487533081	LOCALLY_SOLVED
1.5	3.0	0.1	1.0	0.3	1.0	-0.296883723555891	11.669005509475697	7.672139099128141	16.46550173204637	LOCALLY_SOLVED
2.0	3.0	0.1	1.0	0.3	1.0	-0.2999609691680218	11.679496449747848	7.696450616729138	16.34580301693817	LOCALLY_SOLVED
1.0	3.5	0.1	1.0	0.3	1.0	-0.2937004288649896	11.62122117118237	7.623134342217016	16.474037181412648	LOCALLY_SOLVED
1.5	3.5	0.1	1.0	0.3	1.0	-0.2967909869333779	11.631696562162464	7.6474209842381144	16.354301713438822	LOCALLY_SOLVED
2.0	3.5	0.1	1.0	0.3	1.0	-0.2998785703368729	11.642179928973297	7.671728315288691	16.234980773879236	LOCALLY_SOLVED
1.0	4.0	0.1	1.0	0.3	1.0	-0.29359685708982924	11.583921018729418	7.59842238273912	16.36283422613121	LOCALLY_SOLVED
1.5	4.0	0.1	1.0	0.3	1.0	-0.2966978264840306	11.59438873739209	7.622704663621018	16.243476453382765	LOCALLY_SOLVED
2.0	4.0	0.1	1.0	0.3	1.0	-0.29979581546825584	11.60486447652461	7.647007770511211	16.124533309770413	LOCALLY_SOLVED
1.0	3.0	0.15	1.0	0.3	1.0	-0.2966042398968445	11.557082044746585	7.59799015404253	16.133025949764008	LOCALLY_SOLVED
1.5	3.0	0.15	1.0	0.3	1.0	-0.3012658102726373	11.572787142819587	7.63444624771605	15.955333603732177	LOCALLY_SOLVED
2.0	3.0	0.15	1.0	0.3	1.0	-0.3059206150680894	11.58851026416659	7.670949133691436	15.778575700755471	LOCALLY_SOLVED
1.0	3.5	0.15	1.0	0.3	1.0	-0.29646305593799627	11.50112414973115	7.560921822550668	15.968052857971951	LOCALLY_SOLVED
1.5	3.5	0.15	1.0	0.3	1.0	-0.30114838432259633	11.516811831791134	7.597368296092809	15.791210716514888	LOCALLY_SOLVED
2.0	3.5	0.15	1.0	0.3	1.0	-0.3058269273497163	11.532517689272888	7.633862030292274	15.615303376053085	LOCALLY_SOLVED
1.0	4.0	0.15	1.0	0.3	1.0	-0.29632090011241013	11.44516885695839	7.523857662278551	15.803922956028519	LOCALLY_SOLVED
1.5	4.0	0.15	1.0	0.3	1.0	-0.30103022322252	11.460838933581538	7.560294384554089	15.627931091042651	LOCALLY_SOLVED
2.0	4.0	0.15	1.0	0.3	1.0	-0.3057327416601432	11.476527339515632	7.596778842632646	15.452874387728956	LOCALLY_SOLVED
1.0	3.0	0.1	1.5	0.3	1.0	-0.328203185239897	11.776632534156747	7.9216499438474095	15.346450536089135	LOCALLY_SOLVED
1.5	3.0	0.1	1.5	0.3	1.0	-0.33122569442353844	11.787120408807644	7.945974921570878	15.231008584714475	LOCALLY_SOLVED
2.0	3.0	0.1	1.5	0.3	1.0	-0.33424523394883743	11.797616023574777	7.970319690614215	15.115981927378206	LOCALLY_SOLVED
1.0	3.5	0.1	1.5	0.3	1.0	-0.3282271421885178	11.7392872606181	7.896985913422149	15.23865646271428	LOCALLY_SOLVED
1.5	3.5	0.1	1.5	0.3	1.0	-0.3312596806546358	11.74976757912819	7.921306965479999	15.12359500287441	LOCALLY_SOLVED
2.0	3.5	0.1	1.5	0.3	1.0	-0.3342892428976811	11.760255680595463	7.9456479377377836	15.008948947279109	LOCALLY_SOLVED
1.0	4.0	0.1	1.5	0.3	1.0	-0.3282515150160806	11.701942747203585	7.8723238640498865	15.131237403339632	LOCALLY_SOLVED
1.5	4.0	0.1	1.5	0.3	1.0	-0.331294148250664	11.712415455627601	7.896640956741231	15.016556471963826	LOCALLY_SOLVED
2.0	4.0	0.1	1.5	0.3	1.0	-0.3343337987648965	11.722895990172953	7.92097809973189	14.902291055659559	LOCALLY_SOLVED
1.0	3.0	0.15	1.5	0.3	1.0	-0.3313291043706018	11.675064042652226	7.8719769120312115	14.909892993214893	LOCALLY_SOLVED
1.5	3.0	0.15	1.5	0.3	1.0	-0.3359026868606779	11.690776352787468	7.908484367558927	14.739221859695183	LOCALLY_SOLVED
2.0	3.0	0.15	1.5	0.3	1.0	-0.34046950024173084	11.706506249326855	7.945036865769674	14.56948712640571	LOCALLY_SOLVED
1.0	3.5	0.15	1.5	0.3	1.0	-0.33138247049883407	11.619038264987594	7.83498456445501	14.750601000652642	LOCALLY_SOLVED
1.5	3.5	0.15	1.5	0.3	1.0	-0.3359790851641142	11.634733298016759	7.871483311031827	14.580786563149347	LOCALLY_SOLVED
2.0	3.5	0.15	1.5	0.3	1.0	-0.3405689083373795	11.650446064560793	7.908027544955284	14.411908918148784	LOCALLY_SOLVED
1.0	4.0	0.15	1.5	0.3	1.0	-0.3314369773384648	11.563014110681538	7.7979967316231535	14.5921528826444	LOCALLY_SOLVED
1.5	4.0	0.15	1.5	0.3	1.0	-0.3360568531522305	11.578691679227655	7.834486656311573	14.423195272926982	LOCALLY_SOLVED
2.0	4.0	0.15	1.5	0.3	1.0	-0.3406699154568721	11.59438713007709	7.871022519408819	14.25517485144095	LOCALLY_SOLVED
1.0	3.0	0.1	2.0	0.3	1.0	-0.36170187874059867	11.893890678255588	8.193711359246873	14.159562273915913	LOCALLY_SOLVED
1.5	3.0	0.1	2.0	0.3	1.0	-0.36466861427131014	11.90438486406762	8.218069905959062	14.048764830911942	LOCALLY_SOLVED
2.0	3.0	0.1	2.0	0.3	1.0	-0.3676323815665303	11.914886604986156	8.242447514601205	13.938383491510116	LOCALLY_SOLVED
1.0	3.5	0.1	2.0	0.3	1.0	-0.36184661809401447	11.856496942049818	8.169088138772183	14.055599879091488	LOCALLY_SOLVED
1.5	3.5	0.1	2.0	0.3	1.0	-0.3648230832975458	11.866983643318775	8.193443140263305	13.945185610446163	LOCALLY_SOLVED
2.0	3.5	0.1	2.0	0.3	1.0	-0.36779657303114394	11.877477941144495	8.217817326120553	13.835187564798778	LOCALLY_SOLVED
1.0	4.0	0.1	2.0	0.3	1.0	-0.3619926191741594	11.819103512989281	8.144466982097267	13.952013081005795	LOCALLY_SOLVED
1.5	4.0	0.1	2.0	0.3	1.0	-0.36497887744289814	11.829582676474569	8.168818409559671	13.841982039783188	LOCALLY_SOLVED
2.0	4.0	0.1	2.0	0.3	1.0	-0.3679621530582475	11.840069478278687	8.19318914497394	13.732367341699812	LOCALLY_SOLVED
1.0	3.0	0.15	2.0	0.3	1.0	-0.3651360125715178	11.792181962253506	8.144195729848535	13.739154126409016	LOCALLY_SOLVED
1.5	3.0	0.15	2.0	0.3	1.0	-0.36962457599859244	11.807903710047627	8.180753869753305	13.575463466069937	LOCALLY_SOLVED
2.0	3.0	0.15	2.0	0.3	1.0	-0.37410637206242964	11.823642622053924	8.21735537816725	13.412711033866064	LOCALLY_SOLVED
1.0	3.5	0.15	2.0	0.3	1.0	-0.3653742649089928	11.736081361626905	8.107265591285385	13.585616630414492	LOCALLY_SOLVED
1.5	3.5	0.15	2.0	0.3	1.0	-0.36988516893078704	11.75178599459673	8.143815895883682	13.422788848602632	LOCALLY_SOLVED
2.0	3.5	0.15	2.0	0.3	1.0	-0.37438928082945216	11.767507934101772	8.180409991228085	13.260899718812679	LOCALLY_SOLVED
1.0	4.0	0.15	2.0	0.3	1.0	-0.36561562616442206	11.679981321530096	8.070340159070374	13.432924406561884	LOCALLY_SOLVED
1.5	4.0	0.15	2.0	0.3	1.0	-0.37014909244695693	11.695668654694586	8.10688253252801	13.270959691828276	LOCALLY_SOLVED
2.0	4.0	0.15	2.0	0.3	1.0	-0.3746757421238807	11.711373438336032	8.143469124998662	13.109934057114256	LOCALLY_SOLVED
1.0	3.0	0.1	1.0	0.4	1.0	-0.2865519100435443	11.66020686817699	7.643420326869272	16.61550243936267	LOCALLY_SOLVED
1.5	3.0	0.1	1.0	0.4	1.0	-0.28966479477205287	11.670673779396541	7.6676955933240984	16.49520593605013	LOCALLY_SOLVED
2.0	3.0	0.1	1.0	0.4	1.0	-0.2927746998502723	11.681148750776956	7.691991845125976	16.375323877460012	LOCALLY_SOLVED
1.0	3.5	0.1	1.0	0.4	1.0	-0.2864212590808068	11.622916252347785	7.618699027951845	16.503923640293927	LOCALLY_SOLVED
1.5	3.5	0.1	1.0	0.4	1.0	-0.2895446891922471	11.633375424935377	7.642969810464058	16.3840042650723	LOCALLY_SOLVED
2.0	3.5	0.1	1.0	0.4	1.0	-0.2926651341593465	11.643842702968263	7.667261718049529	16.264499433631812	LOCALLY_SOLVED
1.0	4.0	0.1	1.0	0.4	1.0	-0.28628991713999374	11.585626914462319	7.593979558481309	16.392719560305046	LOCALLY_SOLVED
1.5	4.0	0.1	1.0	0.4	1.0	-0.289423962114683	11.596078292622462	7.618245816109724	16.27317732993973	LOCALLY_SOLVED
2.0	4.0	0.1	1.0	0.4	1.0	-0.292555016546427	11.606537821856172	7.642533339878731	16.154049742874864	LOCALLY_SOLVED
1.0	3.0	0.15	1.0	0.4	1.0	-0.2893026091658556	11.558782393273242	7.5935236273806	16.162725128206187	LOCALLY_SOLVED
1.5	3.0	0.15	1.0	0.4	1.0	-0.2940140823809064	11.574463042083606	7.629956269750584	15.984755292616798	LOCALLY_SOLVED
2.0	3.0	0.15	1.0	0.4	1.0	-0.2987187658510142	11.590162008021478	7.666436696365281	15.807719960718071	LOCALLY_SOLVED
1.0	3.5	0.15	1.0	0.4	1.0	-0.2891193965840688	11.502840880019727	7.55644376780998	15.99774944530506	LOCALLY_SOLVED
1.5	3.5	0.15	1.0	0.4	1.0	-0.2938550959607002	11.518503834477897	7.592866422848908	15.820628556307984	LOCALLY_SOLVED
2.0	3.5	0.15	1.0	0.4	1.0	-0.29858398701411304	11.534185261595463	7.629337344578205	15.644442525184092	LOCALLY_SOLVED
1.0	4.0	0.15	1.0	0.4	1.0	-0.28893475085083475	11.446902203026406	7.519368069365689	15.83361689849145	LOCALLY_SOLVED
1.5	4.0	0.15	1.0	0.4	1.0	-0.29369491938270476	11.462547269359332	7.555780598900592	15.657345016936837	LOCALLY_SOLVED
2.0	4.0	0.15	1.0	0.4	1.0	-0.2984482615296086	11.478210965668055	7.5922418846149675	15.482008350058459	LOCALLY_SOLVED
1.0	3.0	0.1	1.5	0.4	1.0	-0.3213952275668621	11.778409582532165	7.917688059829527	15.373344016762733	LOCALLY_SOLVED
1.5	3.0	0.1	1.5	0.4	1.0	-0.32444936663618934	11.788881170616254	7.941998226558761	15.257729918830286	LOCALLY_SOLVED
2.0	3.0	0.1	1.5	0.4	1.0	-0.3275005232525745	11.799360623154937	7.966328595991489	15.142531163512874	LOCALLY_SOLVED
1.0	3.5	0.1	1.5	0.4	1.0	-0.32139477733984423	11.74107517786693	7.893018754725954	15.265539096523648	LOCALLY_SOLVED
1.5	3.5	0.1	1.5	0.4	1.0	-0.3244591398078946	11.751539087926849	7.917324847945644	15.150305005422805	LOCALLY_SOLVED
2.0	3.5	0.1	1.5	0.4	1.0	-0.3275205135443601	11.762010906222828	7.941651276562773	15.035486366407502	LOCALLY_SOLVED
1.0	4.0	0.1	1.5	0.4	1.0	-0.3213945761222835	11.703741631841194	7.868351441101302	15.158109109245922	LOCALLY_SOLVED
1.5	4.0	0.1	1.5	0.4	1.0	-0.324469229193625	11.714197808674756	7.892653425299829	15.043255059254914	LOCALLY_SOLVED
2.0	4.0	0.1	1.5	0.4	1.0	-0.32754088733115455	11.724661937857016	7.916975878854027	14.928816571424647	LOCALLY_SOLVED
1.0	3.0	0.15	1.5	0.4	1.0	-0.32447964032300186	11.676857338367377	7.867983975747314	14.9365800806659	LOCALLY_SOLVED
1.5	3.0	0.15	1.5	0.4	1.0	-0.3291015264102375	11.692544902767281	7.90446933366207	14.765648623803115	LOCALLY_SOLVED
2.0	3.0	0.15	1.5	0.4	1.0	-0.3337166145726231	11.708250337580388	7.94100067848872	14.595653701210885	LOCALLY_SOLVED
1.0	3.5	0.15	1.5	0.4	1.0	-0.3244958726368999	11.620848161823407	7.830983538910223	14.777270677767332	LOCALLY_SOLVED
1.5	3.5	0.15	1.5	0.4	1.0	-0.3291412412760615	11.636518168269255	7.867459852897207	14.60719480459809	LOCALLY_SOLVED
2.0	3.5	0.15	1.5	0.4	1.0	-0.3337797906272493	11.652206195483963	7.9039826117536185	14.438055855762421	LOCALLY_SOLVED
1.0	4.0	0.15	1.5	0.4	1.0	-0.32451286103000043	11.564840836787413	7.7939876398389405	14.618804953963675	LOCALLY_SOLVED
1.5	4.0	0.15	1.5	0.4	1.0	-0.3291819472697844	11.580493093499301	7.830454790726889	14.449584786984744	LOCALLY_SOLVED
2.0	4.0	0.15	1.5	0.4	1.0	-0.3338441932727006	11.596163523054669	7.8669688510790445	14.28130193778063	LOCALLY_SOLVED
1.0	3.0	0.1	2.0	0.4	1.0	-0.35531519443849463	11.895736860275317	8.190173418998906	14.183702028984014	LOCALLY_SOLVED
1.5	3.0	0.1	2.0	0.4	1.0	-0.3583125773631967	11.906214623028529	8.21451802014999	14.072743098793392	LOCALLY_SOLVED
2.0	3.0	0.1	2.0	0.4	1.0	-0.36130697743763157	11.916700061156154	8.238882075154136	13.962200350608413	LOCALLY_SOLVED
1.0	3.5	0.1	2.0	0.4	1.0	-0.35543846213437097	11.858353951027883	8.165546828986264	14.079720585486678	LOCALLY_SOLVED
1.5	3.5	0.1	2.0	0.4	1.0	-0.3584457617760035	11.868824106862185	8.189887750260697	13.969144403568885	LOCALLY_SOLVED
2.0	3.5	0.1	2.0	0.4	1.0	-0.36145007157259756	11.879301980424577	8.214248251426252	13.858984522724587	LOCALLY_SOLVED
1.0	4.0	0.1	2.0	0.4	1.0	-0.3555628543235648	11.820971442900216	8.14092232414287	13.976114610700654	LOCALLY_SOLVED
1.5	4.0	0.1	2.0	0.4	1.0	-0.3585801357413025	11.831433937311001	8.165259535134854	13.865921227936456	LOCALLY_SOLVED
2.0	4.0	0.1	2.0	0.4	1.0	-0.36159442037814965	11.841904192122978	8.189616453248004	13.756144266049706	LOCALLY_SOLVED
1.0	3.0	0.15	2.0	0.4	1.0	-0.35871571388197826	11.794044114150719	8.140633391280524	13.763073578106823	LOCALLY_SOLVED
1.5	3.0	0.15	2.0	0.4	1.0	-0.36325107144376156	11.809740901388164	8.177170754356561	13.599138907478915	LOCALLY_SOLVED
2.0	3.0	0.15	2.0	0.4	1.0	-0.3677796285475932	11.825455127520634	8.213752385153684	13.43614266732523	LOCALLY_SOLVED
1.0	3.5	0.15	2.0	0.4	1.0	-0.35892137147156233	11.737960028279327	8.10369809565955	13.60950622806261	LOCALLY_SOLVED
1.5	3.5	0.15	2.0	0.4	1.0	-0.36347950357302194	11.75363941857473	8.140227319092684	13.44643346019493	LOCALLY_SOLVED
2.0	3.5	0.15	2.0	0.4	1.0	-0.36803081131135884	11.76933639320512	8.17680124503408	13.2842995459008	LOCALLY_SOLVED
1.0	4.0	0.15	2.0	0.4	1.0	-0.3591298230312231	11.681876720013735	8.066767554966171	13.456783846976666	LOCALLY_SOLVED
1.5	4.0	0.15	2.0	0.4	1.0	-0.36371095723330504	11.697538523954115	8.103288537440804	13.29457316281358	LOCALLY_SOLVED
2.0	4.0	0.15	2.0	0.4	1.0	-0.36828524348728414	11.7132180593278	8.13985466346604	13.133301759391323	LOCALLY_SOLVED
