hm	hc	α	c	v	r	z	pd	w	obj	status
1.0	4.0	0.1	2.0	0.3	0.5	-0.07246014616302585	10.880507607828529	2.986793183892698	18.872297121992407	LOCALLY_SOLVED
1.5	4.0	0.1	2.0	0.3	0.5	-0.07688717113405157	10.893819042747323	3.002086955112553	18.725348541946115	LOCALLY_SOLVED
2.0	4.0	0.1	2.0	0.3	0.5	-0.08131117736935022	10.907150560678724	3.0174076153253693	18.5789187509945	LOCALLY_SOLVED
1.0	3.0	0.15	2.0	0.3	0.5	-0.07723416575897618	10.86064947061234	2.9940731055870144	18.586758001216886	LOCALLY_SOLVED
1.5	3.0	0.15	2.0	0.3	0.5	-0.08388837113983116	10.880638052534595	3.0170576360954593	18.368079630517286	LOCALLY_SOLVED
2.0	3.0	0.15	2.0	0.3	0.5	-0.09053562055683903	10.90067170260967	3.0401025233811905	18.15057208567463	LOCALLY_SOLVED
1.0	3.5	0.15	2.0	0.3	0.5	-0.0777597883759487	10.810895514322885	2.982055131289585	18.379813070380628	LOCALLY_SOLVED
1.5	3.5	0.15	2.0	0.3	0.5	-0.08444322648095832	10.830859612356113	3.0050298439103695	18.16229211663487	LOCALLY_SOLVED
2.0	3.5	0.15	2.0	0.3	0.5	-0.09111974438787615	10.850869082227202	3.0280653940174225	17.94594222172724	LOCALLY_SOLVED
1.0	4.0	0.15	2.0	0.3	0.5	-0.07829165859481224	10.761142025263723	2.970040546304378	18.17399725335661	LOCALLY_SOLVED
1.5	4.0	0.15	2.0	0.3	0.5	-0.08500459016748585	10.781081409725106	2.9930053598677104	17.957634002060345	LOCALLY_SOLVED
2.0	4.0	0.15	2.0	0.3	0.5	-0.09171063903093613	10.801066472404251	3.016031497273696	17.742442045807454	LOCALLY_SOLVED
1.0	3.0	0.1	1.0	0.4	0.5	0.049373753055856305	10.625134942632359	2.6300704137530055	22.53023883852218	LOCALLY_SOLVED
1.5	3.0	0.1	1.0	0.4	0.5	0.044715844826724145	10.63834792509834	2.645132886999407	22.36954259912005	LOCALLY_SOLVED
2.0	3.0	0.1	1.0	0.4	0.5	0.040060296072163354	10.651582787448545	2.6602253364437654	22.209354290179625	LOCALLY_SOLVED
1.0	3.5	0.1	1.0	0.4	0.5	0.0494590353859484	10.592100588389071	2.622002281182698	22.379831981857738	LOCALLY_SOLVED
1.5	3.5	0.1	1.0	0.4	0.5	0.044787275504212125	10.605302066843235	2.6370585978929553	22.219642672427717	LOCALLY_SOLVED
2.0	3.5	0.1	1.0	0.4	0.5	0.0401178535048176	10.6185255257629	2.6521450539212768	22.059961272574302	LOCALLY_SOLVED
1.0	4.0	0.1	1.0	0.4	0.5	0.04954442982203819	10.55906776259233	2.613935635692811	22.2299247680959	LOCALLY_SOLVED
1.5	4.0	0.1	1.0	0.4	0.5	0.04485873842758434	10.572257665401548	2.6289857548928275	22.070242431849845	LOCALLY_SOLVED
2.0	4.0	0.1	1.0	0.4	0.5	0.040175362819538034	10.585469649849248	2.64406617779479	21.91106798401489	LOCALLY_SOLVED
1.0	3.0	0.15	1.0	0.4	0.5	0.044930230246464045	10.539214731121604	2.6209143696834922	21.921341875414573	LOCALLY_SOLVED
1.5	3.0	0.15	1.0	0.4	0.5	0.03788499618362816	10.559023675450781	2.6435372755692357	21.6835315094671	LOCALLY_SOLVED
2.0	3.0	0.15	1.0	0.4	0.5	0.03084515241728579	10.578882187333296	2.666228253706851	21.4468677528811	LOCALLY_SOLVED
1.0	3.5	0.15	1.0	0.4	0.5	0.04503751461834769	10.489653103484176	2.6088100510854875	21.69892794418419	LOCALLY_SOLVED
1.5	3.5	0.15	1.0	0.4	0.5	0.037960459593379965	10.50943592279535	2.631419272234053	21.46225843187663	LOCALLY_SOLVED
2.0	3.5	0.15	1.0	0.4	0.5	0.030888720093089274	10.529268653921877	2.654097127430796	21.226735490479417	LOCALLY_SOLVED
1.0	4.0	0.15	1.0	0.4	0.5	0.045144844304728045	10.440094836063231	2.596709079471113	21.477638291054475	LOCALLY_SOLVED
1.5	4.0	0.15	1.0	0.4	0.5	0.038035688407417244	10.459851283502529	2.6193044786645676	21.24210978174678	LOCALLY_SOLVED
2.0	4.0	0.15	1.0	0.4	0.5	0.03093177060638345	10.479657990081096	2.641969080335277	21.007727803886624	LOCALLY_SOLVED
1.0	3.0	0.1	1.5	0.4	0.5	-0.007305296526204555	10.787888880515103	2.8159438722671326	20.821823972644605	LOCALLY_SOLVED
1.5	3.0	0.1	1.5	0.4	0.5	-0.011855851045864478	10.801145849941141	2.831115071461089	20.66740012973559	LOCALLY_SOLVED
2.0	3.0	0.1	1.5	0.4	0.5	-0.016403723208655078	10.814423850810881	2.8463147942592997	20.513489390381988	LOCALLY_SOLVED
1.0	3.5	0.1	1.5	0.4	0.5	-0.0074191100095060405	10.754804126087125	2.8079068892563632	20.676507293767713	LOCALLY_SOLVED
1.5	3.5	0.1	1.5	0.4	0.5	-0.011983064392062606	10.76804985785104	2.823072716729446	20.52259378139612	LOCALLY_SOLVED
2.0	3.5	0.1	1.5	0.4	0.5	-0.016544352891705836	10.781316716469274	2.838267220926776	20.36919339057101	LOCALLY_SOLVED
1.0	4.0	0.1	1.5	0.4	0.5	-0.007534146653206679	10.721720380388577	2.799871433861955	20.531690924257788	LOCALLY_SOLVED
1.5	4.0	0.1	1.5	0.4	0.5	-0.012111578893491598	10.734954804566982	2.8150318562607914	20.378287803862438	LOCALLY_SOLVED
2.0	4.0	0.1	1.5	0.4	0.5	-0.01668636214932203	10.748210451569536	2.8302211096904557	20.225397823128333	LOCALLY_SOLVED
1.0	3.0	0.15	1.5	0.4	0.5	-0.012241410945957343	10.701860693967102	2.80699250105749	20.234482202327182	LOCALLY_SOLVED
1.5	3.0	0.15	1.5	0.4	0.5	-0.019122940034586776	10.72173520588033	2.8297792823188157	20.006105716723916	LOCALLY_SOLVED
2.0	3.0	0.15	1.5	0.4	0.5	-0.025998335276879763	10.741657351718716	2.852630806716827	19.778887532404486	LOCALLY_SOLVED
1.0	3.5	0.15	1.5	0.4	0.5	-0.012438665917855841	10.65222130405973	2.7949363149442132	20.019712016587704	LOCALLY_SOLVED
1.5	3.5	0.15	1.5	0.4	0.5	-0.019350970764079534	10.672070287943503	2.8177112049430173	19.792484283317755	LOCALLY_SOLVED
2.0	3.5	0.15	1.5	0.4	0.5	-0.026257198648855486	10.691967232207137	2.8405513650776775	19.566414946264935	LOCALLY_SOLVED
1.0	4.0	0.15	1.5	0.4	0.5	-0.012638980162349722	10.602584056904352	2.7828835786010684	19.80606770690997	LOCALLY_SOLVED
1.5	4.0	0.15	1.5	0.4	0.5	-0.019582334132778434	10.622407271590196	2.805646466605955	19.579988940436337	LOCALLY_SOLVED
2.0	4.0	0.15	1.5	0.4	0.5	-0.026519670262362023	10.642278776003954	2.828475157969692	19.355068666214898	LOCALLY_SOLVED
1.0	3.0	0.1	2.0	0.4	0.5	-0.061806610245743535	10.948592788381532	3.0001413878735224	19.189709744759362	LOCALLY_SOLVED
1.5	3.0	0.1	2.0	0.4	0.5	-0.06625384560087959	10.961895036767718	3.015415299946606	19.041519042617594	LOCALLY_SOLVED
2.0	3.0	0.1	2.0	0.4	0.5	-0.07069811472387598	10.97521752138754	3.0307163657361347	18.893846219262134	LOCALLY_SOLVED
1.0	3.5	0.1	2.0	0.4	0.5	-0.06210530708621765	10.915447338893443	2.992128106256093	19.049562453751477	LOCALLY_SOLVED
1.5	3.5	0.1	2.0	0.4	0.5	-0.06656550999774014	10.928738622253075	3.007397369569065	18.901885342716767	LOCALLY_SOLVED
2.0	3.5	0.1	2.0	0.4	0.5	-0.07102275861069006	10.942050232570413	3.022693930375007	18.75472616344813	LOCALLY_SOLVED
1.0	4.0	0.1	2.0	0.4	0.5	-0.06240643229411108	10.882302299757658	2.9841163471284733	18.909916604549146	LOCALLY_SOLVED
1.5	4.0	0.1	2.0	0.4	0.5	-0.06687967890904026	10.895582549948784	2.9993809352131713	18.762753163884145	LOCALLY_SOLVED
2.0	4.0	0.1	2.0	0.4	0.5	-0.07134998351325898	10.90888321835358	3.0146729656814677	18.61610770844663	LOCALLY_SOLVED
1.0	3.0	0.15	2.0	0.4	0.5	-0.06719638028050938	10.862426816425675	2.991366006859803	18.62412252253846	LOCALLY_SOLVED
1.5	3.0	0.15	2.0	0.4	0.5	-0.07392042026673186	10.882368965021254	3.014307521076643	18.40511963486011	LOCALLY_SOLVED
2.0	3.0	0.15	2.0	0.4	0.5	-0.08063767313175565	10.902356936191314	3.037310640481234	18.187285830304553	LOCALLY_SOLVED
1.0	3.5	0.15	2.0	0.4	0.5	-0.06767624281394329	10.812693843559865	2.979346460115968	18.41711697978622	LOCALLY_SOLVED
1.5	3.5	0.15	2.0	0.4	0.5	-0.07443005900178279	10.832611077204504	3.002277733805872	18.199270413889074	LOCALLY_SOLVED
2.0	3.5	0.15	2.0	0.4	0.5	-0.08117712909553748	10.852574443756263	3.025271107189446	17.982593145927392	LOCALLY_SOLVED
1.0	4.0	0.15	2.0	0.4	0.5	-0.06816196463093117	10.762961612442954	2.967330358835497	18.21123999105546	LOCALLY_SOLVED
1.5	4.0	0.15	2.0	0.4	0.5	-0.07494582390835035	10.782853695937865	2.990251305174947	17.99455002500394	LOCALLY_SOLVED
2.0	4.0	0.15	2.0	0.4	0.5	-0.08172297998157728	10.802792225424678	3.0132348515538916	17.77902957467129	LOCALLY_SOLVED
1.0	3.0	0.1	1.0	0.2	1.0	-0.30091123060211733	11.656838813780883	7.652165140022895	16.55633997620713	LOCALLY_SOLVED
1.5	3.0	0.1	1.0	0.2	1.0	-0.3039593829467739	11.66733772387025	7.676471311230058	16.436406844007074	LOCALLY_SOLVED
2.0	3.0	0.1	1.0	0.2	1.0	-0.30700457830513656	11.677844439651688	7.700797615849455	16.31688811473614	LOCALLY_SOLVED
1.0	3.5	0.1	1.0	0.2	1.0	-0.30083468934756646	11.619526919740434	7.6274583765683595	16.444765402537882	LOCALLY_SOLVED
1.5	3.5	0.1	1.0	0.2	1.0	-0.30389298860302655	11.630018330735984	7.65176038052536	16.325210474011282	LOCALLY_SOLVED
2.0	3.5	0.1	1.0	0.2	1.0	-0.3069483247347247	11.640517590770958	7.676082649678126	16.206070049697047	LOCALLY_SOLVED
1.0	4.0	0.1	1.0	0.2	1.0	-0.30075784533203476	11.582216104635462	7.602753447684605	16.33356559977444	LOCALLY_SOLVED
1.5	4.0	0.1	1.0	0.2	1.0	-0.303826357476523	11.59269996319996	7.627051247420961	16.214388897833572	LOCALLY_SOLVED
2.0	4.0	0.1	1.0	0.2	1.0	-0.3068919004357711	11.603191714478646	7.651369445384219	16.0956268018931	LOCALLY_SOLVED
1.0	3.0	0.15	1.0	0.2	1.0	-0.30375948917666634	11.555382629658498	7.602343928324577	16.103942113805708	LOCALLY_SOLVED
1.5	3.0	0.15	1.0	0.2	1.0	-0.3083720940329714	11.57111187809853	7.638822729715484	15.926522131383095	LOCALLY_SOLVED
2.0	3.0	0.15	1.0	0.2	1.0	-0.3129779599045051	11.586858862379652	7.675347359423886	15.750036511854013	LOCALLY_SOLVED
1.0	3.5	0.15	1.0	0.2	1.0	-0.303658741220998	11.499408586666917	7.565286387317963	15.938974669353776	LOCALLY_SOLVED
1.5	3.5	0.15	1.0	0.2	1.0	-0.30829464775912907	11.515120692357714	7.601755920280083	15.7624061055403	LOCALLY_SOLVED
2.0	3.5	0.15	1.0	0.2	1.0	-0.3129237944412964	11.53085068273838	7.638271736314313	15.586772265858238	LOCALLY_SOLVED
1.0	4.0	0.15	1.0	0.2	1.0	-0.30355745763038244	11.443436918272894	7.528233022105699	15.77485049768322	LOCALLY_SOLVED
1.5	4.0	0.15	1.0	0.2	1.0	-0.30821689647021533	11.45913169604288	7.564693162173322	15.599133434880368	LOCALLY_SOLVED
2.0	4.0	0.15	1.0	0.2	1.0	-0.3128695549944546	11.474844509050758	7.6012000466145695	15.424351460287784	LOCALLY_SOLVED
1.0	3.0	0.1	1.5	0.2	1.0	-0.3348780296115663	11.774861318843964	7.925514035162783	15.32010150914453	LOCALLY_SOLVED
1.5	3.0	0.1	1.5	0.2	1.0	-0.33786949010595807	11.785365271002656	7.949853363903798	15.204828591769134	LOCALLY_SOLVED
2.0	3.0	0.1	1.5	0.2	1.0	-0.34085799464064137	11.795876841612985	7.974212083972521	15.089970912458769	LOCALLY_SOLVED
1.0	3.5	0.1	1.5	0.2	1.0	-0.3349254724065502	11.737505362135485	7.900854897970908	15.212319860465806	LOCALLY_SOLVED
1.5	3.5	0.1	1.5	0.2	1.0	-0.3379267728827448	11.74800187770426	7.925190442740371	15.09742790225638	LOCALLY_SOLVED
2.0	3.5	0.1	1.5	0.2	1.0	-0.340925110574855	11.758506053648347	7.949545504034269	14.982951292940916	LOCALLY_SOLVED
1.0	4.0	0.1	1.5	0.2	1.0	-0.334973488723616	11.700150070049014	7.876197729929235	15.104913315429409	LOCALLY_SOLVED
1.5	4.0	0.1	1.5	0.2	1.0	-0.3379846929979287	11.710639096309622	7.900529458742892	14.990402355830627	LOCALLY_SOLVED
2.0	4.0	0.1	1.5	0.2	1.0	-0.34099292772291023	11.721135825184657	7.92488083045384	14.87630685658974	LOCALLY_SOLVED
1.0	3.0	0.15	1.5	0.2	1.0	-0.33804325912075855	11.673276930055147	7.875870428142999	14.883751954680664	LOCALLY_SOLVED
1.5	3.0	0.15	1.5	0.2	1.0	-0.3425694335385576	11.689013666847309	7.912399285307969	14.713336383799673	LOCALLY_SOLVED
2.0	3.0	0.15	1.5	0.2	1.0	-0.34708886979197606	11.70476771216816	7.9489722673019125	14.543857062604074	LOCALLY_SOLVED
1.0	3.5	0.15	1.5	0.2	1.0	-0.33813233888568195	11.61723484115705	7.838885580802291	14.72447975523021	LOCALLY_SOLVED
1.5	3.5	0.15	1.5	0.2	1.0	-0.3426811063793581	11.632954576287963	7.8754060498376335	14.554921952939077	LOCALLY_SOLVED
2.0	3.5	0.15	1.5	0.2	1.0	-0.34722311240011433	11.648691763893734	7.911971075531236	14.386300794429978	LOCALLY_SOLVED
