hm	hc	α	c	v	r	z	pd	w	obj	status
1.5	3.5	0.15	1.0	0.2	1.0	-0.2939185991571908	11.525237243272581	7.381401712063866	15.79996172377231	LOCALLY_SOLVED
2.0	3.5	0.15	1.0	0.2	1.0	-0.29376716075607634	11.5443091510958	7.344382246462782	15.6366648821634	LOCALLY_SOLVED
1.0	4.0	0.15	1.0	0.2	1.0	-0.29391859915719104	11.45023724327258	7.381401712063868	15.79996172377232	LOCALLY_SOLVED
1.5	4.0	0.15	1.0	0.2	1.0	-0.2937671607560764	11.4693091510958	7.344382246462782	15.636664882163405	LOCALLY_SOLVED
2.0	4.0	0.15	1.0	0.2	1.0	-0.29361469583839817	11.488383953754294	7.307367483045699	15.474211121892793	LOCALLY_SOLVED
1.0	3.0	0.1	1.5	0.2	1.0	-0.3289422207450109	11.779195264788775	7.827593623777004	15.33518017649196	LOCALLY_SOLVED
1.5	3.0	0.1	1.5	0.2	1.0	-0.3289708628102768	11.791855854727167	7.802946523703791	15.227386986080077	LOCALLY_SOLVED
2.0	3.0	0.1	1.5	0.2	1.0	-0.3289999647253987	11.804517225449935	7.778301495166582	15.119968824333416	LOCALLY_SOLVED
1.0	3.5	0.1	1.5	0.2	1.0	-0.32897086281027693	11.741855854727168	7.802946523703791	15.227386986080083	LOCALLY_SOLVED
1.5	3.5	0.1	1.5	0.2	1.0	-0.32899996472539933	11.754517225449936	7.778301495166588	15.119968824333412	LOCALLY_SOLVED
2.0	3.5	0.1	1.5	0.2	1.0	-0.3290295335574276	11.76717938188762	7.753658555886855	15.012925692343298	LOCALLY_SOLVED
1.0	4.0	0.1	1.5	0.2	1.0	-0.32899996472539905	11.704517225449935	7.778301495166586	15.119968824333414	LOCALLY_SOLVED
1.5	4.0	0.1	1.5	0.2	1.0	-0.32902953355742715	11.71717938188762	7.753658555886854	15.012925692343295	LOCALLY_SOLVED
2.0	4.0	0.1	1.5	0.2	1.0	-0.3290595764975	11.729842328999162	7.729017723781538	14.906257591225623	LOCALLY_SOLVED
1.0	3.0	0.15	1.5	0.2	1.0	-0.32905957649749984	11.679842328999163	7.7290177237815385	14.906257591225625	LOCALLY_SOLVED
1.5	3.0	0.15	1.5	0.2	1.0	-0.3291055459030069	11.698838243097198	7.692060466256949	14.746958624937964	LOCALLY_SOLVED
2.0	3.0	0.15	1.5	0.2	1.0	-0.3291526237919503	11.717835964389684	7.655108052668124	14.58850348464672	LOCALLY_SOLVED
1.0	3.5	0.15	1.5	0.2	1.0	-0.32910554590300684	11.623838243097195	7.692060466256949	14.746958624937964	LOCALLY_SOLVED
1.5	3.5	0.15	1.5	0.2	1.0	-0.3291526237919498	11.64283596438968	7.655108052668121	14.588503484646719	LOCALLY_SOLVED
2.0	3.5	0.15	1.5	0.2	1.0	-0.32920083608362394	11.661835509968316	7.618160546038884	14.430892174446708	LOCALLY_SOLVED
