hm	hc	α	c	v	z	pc	ζ	obj	status
3.0	1.5	0.15	1.0	0.2	0.806951419207009	8.938069217802878	-2.482289320945092e-9	32.989693680089374	LOCALLY_SOLVED
3.5	1.5	0.15	1.0	0.2	0.8060723203443999	8.975498344804874	-2.4822893209458645e-9	32.65357590630127	LOCALLY_SOLVED
4.0	1.5	0.15	1.0	0.2	0.8051851552582344	9.012926495055885	-2.4822893209466143e-9	32.31914884370798	LOCALLY_SOLVED
4.5	1.5	0.15	1.0	0.2	0.804289811986883	9.050353650480806	-2.482289320947357e-9	31.986412536668407	LOCALLY_SOLVED
5.0	1.5	0.15	1.0	0.2	0.8033861764769006	9.087779792583255	-2.482289320948078e-9	31.655367030364317	LOCALLY_SOLVED
3.0	2.0	0.15	1.0	0.2	0.8060723203443999	8.900498344804875	-2.4822893209458653e-9	32.65357590630127	LOCALLY_SOLVED
3.5	2.0	0.15	1.0	0.2	0.8051851552582343	8.937926495055883	-2.4822893209466218e-9	32.319148843707964	LOCALLY_SOLVED
4.0	2.0	0.15	1.0	0.2	0.804289811986883	8.975353650480807	-2.4822893209473563e-9	31.986412536668407	LOCALLY_SOLVED
4.5	2.0	0.15	1.0	0.2	0.8033861764769005	9.012779792583256	-2.4822893209480784e-9	31.65536703036431	LOCALLY_SOLVED
5.0	2.0	0.15	1.0	0.2	0.8024741325336606	9.05020490243368	-2.4822893209487873e-9	31.326012370819456	LOCALLY_SOLVED
3.0	1.0	0.05	1.5	0.2	0.7033657160726065	9.115001687833102	-2.4822893215265606e-9	32.49277732173587	LOCALLY_SOLVED
3.5	1.0	0.05	1.5	0.2	0.7029402880240855	9.127449068233497	-2.482289321525013e-9	32.38089644078154	LOCALLY_SOLVED
4.0	1.0	0.05	1.5	0.2	0.7025136301835886	9.139896220786136	-2.4822893215245687e-9	32.269203850828404	LOCALLY_SOLVED
4.5	1.0	0.05	1.5	0.2	0.7020857371659311	9.152343144166675	-2.482289321523901e-9	32.15769955530411	LOCALLY_SOLVED
5.0	1.0	0.05	1.5	0.2	0.7016566035541146	9.16478983704107	-2.4822893215237457e-9	32.046383557656235	LOCALLY_SOLVED
3.0	1.5	0.05	1.5	0.2	0.7029402880240856	9.102449068233499	-2.4822893215251403e-9	32.38089644078155	LOCALLY_SOLVED
3.5	1.5	0.05	1.5	0.2	0.7025136301835886	9.114896220786138	-2.4822893215245704e-9	32.269203850828404	LOCALLY_SOLVED
4.0	1.5	0.05	1.5	0.2	0.7020857371659311	9.127343144166673	-2.4822893215241535e-9	32.15769955530413	LOCALLY_SOLVED
4.5	1.5	0.05	1.5	0.2	0.7016566035541146	9.13978983704107	-2.4822893215237457e-9	32.046383557656235	LOCALLY_SOLVED
5.0	1.5	0.05	1.5	0.2	0.7012262238990876	9.152236298065501	-2.4822893215226174e-9	31.93525586135245	LOCALLY_SOLVED
3.0	2.0	0.05	1.5	0.2	0.7025136301835885	9.089896220786136	-2.482289321524442e-9	32.269203850828404	LOCALLY_SOLVED
3.5	2.0	0.05	1.5	0.2	0.702085737165931	9.102343144166674	-2.4822893215241535e-9	32.157699555304106	LOCALLY_SOLVED
4.0	2.0	0.05	1.5	0.2	0.7016566035541146	9.114789837041071	-2.482289321523241e-9	32.04638355765624	LOCALLY_SOLVED
4.5	2.0	0.05	1.5	0.2	0.7012262238990877	9.127236298065501	-2.4822893215226075e-9	31.93525586135245	LOCALLY_SOLVED
5.0	2.0	0.05	1.5	0.2	0.7007945927195062	9.139682525886275	-2.4822893215221533e-9	31.8243164698806	LOCALLY_SOLVED
3.0	1.0	0.1	1.5	0.2	0.6999275536983836	9.1645742764522	-2.4822893215208307e-9	31.603002615486407	LOCALLY_SOLVED
3.5	1.0	0.1	1.5	0.2	0.6990554419848707	9.18946507770856	-2.4822893215195076e-9	31.38244202278713	LOCALLY_SOLVED
4.0	1.0	0.1	1.5	0.2	0.6981782125406553	9.214354918461428	-2.4822893215184732e-9	31.162634720429494	LOCALLY_SOLVED
4.5	1.0	0.1	1.5	0.2	0.6972958197869042	9.239243787350318	-2.482289321517279e-9	30.943580737398637	LOCALLY_SOLVED
5.0	1.0	0.1	1.5	0.2	0.6964082175960271	9.264131672845163	-2.4822893215159003e-9	30.725280103022982	LOCALLY_SOLVED
3.0	1.5	0.1	1.5	0.2	0.6990554419848705	9.139465077708559	-2.4822893215200225e-9	31.382442022787117	LOCALLY_SOLVED
3.5	1.5	0.1	1.5	0.2	0.6981782125406552	9.164354918461425	-2.4822893215183454e-9	31.162634720429487	LOCALLY_SOLVED
4.0	1.5	0.1	1.5	0.2	0.6972958197869042	9.189243787350318	-2.4822893215172655e-9	30.94358073739863	LOCALLY_SOLVED
4.5	1.5	0.1	1.5	0.2	0.6964082175960271	9.214131672845163	-2.4822893215159003e-9	30.725280103022982	LOCALLY_SOLVED
5.0	1.5	0.1	1.5	0.2	0.6955153592832873	9.239018563243254	-2.4822893215150102e-9	30.507732846979444	LOCALLY_SOLVED
3.0	2.0	0.1	1.5	0.2	0.6981782125406552	9.114354918461427	-2.4822893215183454e-9	31.162634720429487	LOCALLY_SOLVED
3.5	2.0	0.1	1.5	0.2	0.6972958197869042	9.139243787350317	-2.4822893215172655e-9	30.94358073739864	LOCALLY_SOLVED
4.0	2.0	0.1	1.5	0.2	0.6964082175960269	9.164131672845162	-2.4822893215159123e-9	30.725280103022982	LOCALLY_SOLVED
4.5	2.0	0.1	1.5	0.2	0.6955153592832873	9.189018563243254	-2.4822893215148737e-9	30.507732846979458	LOCALLY_SOLVED
5.0	2.0	0.1	1.5	0.2	0.6946171975982586	9.213904446666097	-2.4822893215137926e-9	30.290938999298703	LOCALLY_SOLVED
3.0	1.0	0.15	1.5	0.2	0.6964082175960271	9.214131672845163	-2.4822893215159003e-9	30.725280103022982	LOCALLY_SOLVED
3.5	1.0	0.15	1.5	0.2	0.6950669443377949	9.251461631575939	-2.482289321514003e-9	30.399241745202843	LOCALLY_SOLVED
4.0	1.0	0.15	1.5	0.2	0.6937136847161169	9.288789311056213	-2.4822893215120253e-9	30.07489859037038	LOCALLY_SOLVED
4.5	1.0	0.15	1.5	0.2	0.6923482758439176	9.326114670129957	-2.4822893215100914e-9	29.752250742014365	LOCALLY_SOLVED
5.0	1.0	0.15	1.5	0.2	0.6909705518354184	9.363437666701477	-2.4822893215091865e-9	29.431298305496682	LOCALLY_SOLVED
3.0	1.5	0.15	1.5	0.2	0.6950669443377951	9.17646163157594	-2.482289321513751e-9	30.39924174520285	LOCALLY_SOLVED
3.5	1.5	0.15	1.5	0.2	0.6937136847161168	9.213789311056214	-2.4822893215120253e-9	30.07489859037038	LOCALLY_SOLVED
4.0	1.5	0.15	1.5	0.2	0.6923482758439177	9.251114670129956	-2.4822893215102056e-9	29.752250742014372	LOCALLY_SOLVED
4.5	1.5	0.15	1.5	0.2	0.6909705518354184	9.288437666701478	-2.4822893215083092e-9	29.431298305496682	LOCALLY_SOLVED
5.0	1.5	0.15	1.5	0.2	0.6895803437358817	9.325758257709348	-2.4822893215067455e-9	29.11204138809515	LOCALLY_SOLVED
3.0	2.0	0.15	1.5	0.2	0.6937136847161169	9.138789311056213	-2.4822893215122876e-9	30.07489859037038	LOCALLY_SOLVED
3.5	2.0	0.15	1.5	0.2	0.6923482758439177	9.176114670129957	-2.4822893215100914e-9	29.752250742014365	LOCALLY_SOLVED
4.0	2.0	0.15	1.5	0.2	0.6909705518354184	9.213437666701479	-2.482289321508308e-9	29.431298305496686	LOCALLY_SOLVED
4.5	2.0	0.15	1.5	0.2	0.6895803437358816	9.250758257709347	-2.4822893215078737e-9	29.112041388095143	LOCALLY_SOLVED
5.0	2.0	0.15	1.5	0.2	0.688177479449347	9.288076399099467	-2.482289321504562e-9	28.79448009904756	LOCALLY_SOLVED
3.0	1.0	0.05	2.0	0.2	0.6000000000778415	9.350000000012974	-2.482289321326261e-9	29.952000000000005	LOCALLY_SOLVED
3.5	1.0	0.05	2.0	0.2	0.5994395055155448	9.362406518803827	-2.4822893213258725e-9	29.84409445061454	LOCALLY_SOLVED
4.0	1.0	0.05	2.0	0.2	0.5988774202455177	9.374812640835646	-2.4822893213254713e-9	29.736377806420066	LOCALLY_SOLVED
4.5	1.0	0.05	2.0	0.2	0.5983137373855115	9.387218363838919	-2.4822893213250904e-9	29.628850073385	LOCALLY_SOLVED
5.0	1.0	0.05	2.0	0.2	0.5977484500128023	9.399623685527686	-2.482289321324792e-9	29.521511257511865	LOCALLY_SOLVED
3.0	1.5	0.05	2.0	0.2	0.5994395055155449	9.337406518803826	-2.4822893213258824e-9	29.844094450614545	LOCALLY_SOLVED
3.5	1.5	0.05	2.0	0.2	0.5988774202455176	9.349812640835648	-2.4822893213254833e-9	29.736377806420066	LOCALLY_SOLVED
4.0	1.5	0.05	2.0	0.2	0.5983137373855113	9.362218363838917	-2.48228932132508e-9	29.62885007338501	LOCALLY_SOLVED
4.5	1.5	0.05	2.0	0.2	0.5977484500128024	9.374623685527686	-2.482289321324792e-9	29.521511257511875	LOCALLY_SOLVED
5.0	1.5	0.05	2.0	0.2	0.5971815511638856	9.38702860359943	-2.482289321324425e-9	29.414361364837642	LOCALLY_SOLVED
3.0	2.0	0.05	2.0	0.2	0.5988774202455176	9.324812640835647	-2.4822893213254837e-9	29.736377806420066	LOCALLY_SOLVED
3.5	2.0	0.05	2.0	0.2	0.5983137373855115	9.337218363838918	-2.4822893213250916e-9	29.628850073385	LOCALLY_SOLVED
4.0	2.0	0.05	2.0	0.2	0.5977484500128024	9.349623685527687	-2.4822893213247823e-9	29.521511257511868	LOCALLY_SOLVED
4.5	2.0	0.05	2.0	0.2	0.5971815511638857	9.362028603599429	-2.4822893213245502e-9	29.41436136483764	LOCALLY_SOLVED
5.0	2.0	0.05	2.0	0.2	0.5966130338341704	9.374433115734902	-2.4822893213242343e-9	29.307400401433963	LOCALLY_SOLVED
3.0	1.0	0.1	2.0	0.2	0.5954711155066799	9.39924091283554	-2.4822893213234116e-9	29.094045286899544	LOCALLY_SOLVED
3.5	1.0	0.1	2.0	0.2	0.5943226381600125	9.42404705793553	-2.482289321322864e-9	28.881445963184532	LOCALLY_SOLVED
4.0	1.0	0.1	2.0	0.2	0.5931675442463311	9.448851531863632	-2.4822893213222006e-9	28.669602480135822	LOCALLY_SOLVED
4.5	1.0	0.1	2.0	0.2	0.5920057755299445	9.473654315166476	-2.482289321321351e-9	28.45851488817967	LOCALLY_SOLVED
5.0	1.0	0.1	2.0	0.2	0.5908372730767815	9.49845538810349	-2.4822893213206067e-9	28.248183238330206	LOCALLY_SOLVED
3.0	1.5	0.1	2.0	0.2	0.5943226381600126	9.374047057935531	-2.4822893213227383e-9	28.881445963184525	LOCALLY_SOLVED
3.5	1.5	0.1	2.0	0.2	0.5931675442463311	9.398851531863633	-2.482289321321959e-9	28.669602480135822	LOCALLY_SOLVED
4.0	1.5	0.1	2.0	0.2	0.5920057755299444	9.423654315166475	-2.482289321321475e-9	28.458514888179664	LOCALLY_SOLVED
4.5	1.5	0.1	2.0	0.2	0.5908372730767815	9.44845538810349	-2.4822893213206075e-9	28.248183238330206	LOCALLY_SOLVED
5.0	1.5	0.1	2.0	0.2	0.5896619772436635	9.473254730641754	-2.482289321319905e-9	28.03860758219816	LOCALLY_SOLVED
3.0	2.0	0.1	2.0	0.2	0.5931675442463311	9.348851531863634	-2.482289321321959e-9	28.669602480135822	LOCALLY_SOLVED
3.5	2.0	0.1	2.0	0.2	0.5920057755299444	9.373654315166474	-2.482289321321475e-9	28.45851488817967	LOCALLY_SOLVED
4.0	2.0	0.1	2.0	0.2	0.5908372730767814	9.398455388103491	-2.482289321320745e-9	28.248183238330206	LOCALLY_SOLVED
4.5	2.0	0.1	2.0	0.2	0.5896619772436634	9.423254730641755	-2.482289321320031e-9	28.038607582198168	LOCALLY_SOLVED
5.0	2.0	0.1	2.0	0.2	0.5884798276673768	9.448052322450692	-2.4822893213193928e-9	27.829787971999707	LOCALLY_SOLVED
3.0	1.0	0.15	2.0	0.2	0.5908372730767815	9.44845538810349	-2.4822893213206075e-9	28.248183238330206	LOCALLY_SOLVED
3.5	1.0	0.15	2.0	0.2	0.5890717629745466	9.485653746669822	-2.4822893213196e-9	27.934103268069826	LOCALLY_SOLVED
4.0	1.0	0.15	2.0	0.2	0.587290763253535	9.522848142896699	-2.4822893213187604e-9	27.621724460565474	LOCALLY_SOLVED
4.5	1.0	0.15	2.0	0.2	0.5854940658382504	9.560038506363478	-2.4822893213177285e-9	27.311046995700956	LOCALLY_SOLVED
5.0	1.0	0.15	2.0	0.2	0.5836814588354011	9.59722476505887	-2.482289321316435e-9	27.002071056564745	LOCALLY_SOLVED
3.0	1.5	0.15	2.0	0.2	0.5890717629745467	9.410653746669823	-2.4822893213196016e-9	27.934103268069833	LOCALLY_SOLVED
3.5	1.5	0.15	2.0	0.2	0.587290763253535	9.447848142896698	-2.4822893213186347e-9	27.62172446056547	LOCALLY_SOLVED
4.0	1.5	0.15	2.0	0.2	0.5854940658382504	9.485038506363477	-2.482289321317489e-9	27.31104699570096	LOCALLY_SOLVED
4.5	1.5	0.15	2.0	0.2	0.5836814588354011	9.52222476505887	-2.482289321316685e-9	27.002071056564745	LOCALLY_SOLVED
5.0	1.5	0.15	2.0	0.2	0.5818527264439531	9.559406845337008	-2.4822893213154765e-9	26.69479682952234	LOCALLY_SOLVED
3.0	2.0	0.15	2.0	0.2	0.5872907632535351	9.372848142896698	-2.4822893213187496e-9	27.621724460565474	LOCALLY_SOLVED
3.5	2.0	0.15	2.0	0.2	0.5854940658382504	9.410038506363477	-2.482289321317603e-9	27.311046995700956	LOCALLY_SOLVED
4.0	2.0	0.15	2.0	0.2	0.5836814588354009	9.44722476505887	-2.4822893213165725e-9	27.002071056564745	LOCALLY_SOLVED
4.5	2.0	0.15	2.0	0.2	0.5818527264439532	9.48440684533701	-2.482289321315475e-9	26.694796829522335	LOCALLY_SOLVED
5.0	2.0	0.15	2.0	0.2	0.5800076488625642	9.521584671872093	-2.482289321314432e-9	26.389224504290958	LOCALLY_SOLVED
3.0	1.0	0.05	0.5	0.3	0.951117189234669	8.632835514752434	-2.4799591803547185e-9	38.045054799049296	LOCALLY_SOLVED
3.5	1.0	0.05	0.5	0.3	0.9510423930682771	8.645333990150734	-2.479972171205857e-9	37.92540602775378	LOCALLY_SOLVED
4.0	1.0	0.05	0.5	0.3	0.9509673676159551	8.657832458533646	-2.4799852636823142e-9	37.80594477937986	LOCALLY_SOLVED
4.5	1.0	0.05	0.5	0.3	0.9508921118215188	8.670330919858054	-2.4799984584532466e-9	37.68667105403307	LOCALLY_SOLVED
5.0	1.0	0.05	0.5	0.3	0.9508166246222843	8.682829374080512	-2.480011756193739e-9	37.56758485181962	LOCALLY_SOLVED
3.0	1.5	0.05	0.5	0.3	0.9510423930682771	8.620333990150735	-2.479972171205857e-9	37.92540602775379	LOCALLY_SOLVED
3.5	1.5	0.05	0.5	0.3	0.9509673676159551	8.632832458533645	-2.4799852636823142e-9	37.80594477937986	LOCALLY_SOLVED
4.0	1.5	0.05	0.5	0.3	0.9508921118215189	8.645330919858052	-2.4799984584532466e-9	37.686671054033084	LOCALLY_SOLVED
4.5	1.5	0.05	0.5	0.3	0.9508166246222843	8.657829374080512	-2.480011756193739e-9	37.56758485181962	LOCALLY_SOLVED
5.0	1.5	0.05	0.5	0.3	0.9507409049490196	8.670327821157242	-2.48002515757803e-9	37.44868617284639	LOCALLY_SOLVED
3.0	2.0	0.05	0.5	0.3	0.9509673676159552	8.607832458533645	-2.4799852636823142e-9	37.80594477937986	LOCALLY_SOLVED
3.5	2.0	0.05	0.5	0.3	0.9508921118215189	8.620330919858054	-2.4799984584532466e-9	37.68667105403308	LOCALLY_SOLVED
4.0	2.0	0.05	0.5	0.3	0.9508166246222843	8.632829374080513	-2.480011756193739e-9	37.56758485181962	LOCALLY_SOLVED
4.5	2.0	0.05	0.5	0.3	0.9507409049490196	8.645327821157242	-2.480025157578877e-9	37.44868617284639	LOCALLY_SOLVED
5.0	2.0	0.05	0.5	0.3	0.9506649517258926	8.657826261044125	-2.480038663287134e-9	37.32997501722087	LOCALLY_SOLVED
3.0	1.0	0.1	0.5	0.3	0.9505123402934191	8.68282311907016	-2.4800659903911334e-9	37.093115276446355	LOCALLY_SOLVED
3.5	1.0	0.1	0.5	0.3	0.950358781584266	8.707819947798793	-2.4800937429724876e-9	36.85700563036962	LOCALLY_SOLVED
